Data,DataType,PostID 
100K,Equity,319147
120K,BaseSalary,319147
Software Engineer,Title,319147
10%,YearlyBonus,428777
100k,SignBonus,428777
400k,Equity,428777
155k,BaseSalary,428777
e4,Title,428777
20%,YearlyBonus,389676
10k,SignBonus,389676
36k,Equity,389676
115k,BaseSalary,389676
还没问,Title,389676
not sure,YearlyBonus,437310
20k,SignBonus,437310
70k,Equity,437310
115k,BaseSalary,437310
ICT,Title,437310
17%,YearlyBonus,439379
15000,SignBonus,439379
140000,Equity,439379
165000,BaseSalary,439379
Senior MTS,Title,439379
N/A,YearlyBonus,439339
25000,SignBonus,439339
11000股分四年,Equity,439339
190000,BaseSalary,439339
IC4,Title,439339
10-15%,YearlyBonus,430982
50k,SignBonus,430982
600k,Equity,430982
190k,BaseSalary,430982
E5,Title,430982
15%,YearlyBonus,426784
15K,SignBonus,426784
125K,Equity,426784
165K,BaseSalary,426784
SMTS,Title,426784
10%,YearlyBonus,440226
40000,SignBonus,440226
200000,Equity,440226
155000,BaseSalary,440226
software developer,Title,440226
0-20% of base salary,YearlyBonus,435838
15000,SignBonus,435838
25000,Equity,435838
115000,BaseSalary,435838
sde,Title,435838
NA,YearlyBonus,440082
"75000,60000",SignBonus,440082
100,Equity,440082
170000,BaseSalary,440082
Applied Scientist,Title,440082
17.4K,YearlyBonus,311890
0,SignBonus,311890
320 RSU,Equity,311890
145K,BaseSalary,311890
Senior big data engineer,Title,311890
15%,YearlyBonus,427309
20k,SignBonus,427309
100k,Equity,427309
120k,BaseSalary,427309
sde new grad,Title,427309
15%,YearlyBonus,438331
50k,SignBonus,438331
275k,Equity,438331
140k,BaseSalary,438331
10%,YearlyBonus,440106
Software Engineer,Title,438331
100k,SignBonus,440106
280k,Equity,440106
150k,BaseSalary,440106
Research Scientist,Title,440106
10%,YearlyBonus,439922
0,SignBonus,439922
200k,Equity,439922
140k,BaseSalary,439922
软件工程师,Title,439922
15%,YearlyBonus,439812
20k,SignBonus,439812
315k,Equity,439812
137k,BaseSalary,439812
T3,Title,439812
10%-20%,YearlyBonus,429957
50000,SignBonus,429957
150000,Equity,429957
130000,BaseSalary,429957
/,Title,429957
没说,YearlyBonus,425887
没说,SignBonus,425887
34000 shares,Equity,425887
138000,BaseSalary,425887
Data Scientist,Title,425887
15%,YearlyBonus,439687
还没谈,SignBonus,439687
3250shares,Equity,439687
120k,BaseSalary,439687
L3,Title,439687
10%,YearlyBonus,439898
45k,SignBonus,439898
360k,Equity,439898
180k,BaseSalary,439898
Senior Software Engineer,Title,439898
15% target,YearlyBonus,424547
50k,SignBonus,424547
440k,Equity,424547
158000,BaseSalary,424547
T4,Title,424547
15%,YearlyBonus,439589
0,SignBonus,439589
100K,Equity,439589
120k,BaseSalary,439589
Software Engineer,Title,439589
performance based,YearlyBonus,326823
NA,SignBonus,326823
200k,Equity,326823
120k,BaseSalary,326823
Software QA Engineer,Title,326823
0,YearlyBonus,439329
"24,000/20,000",SignBonus,439329
"70,000",Equity,439329
"10,8000",BaseSalary,439329
SDE I,Title,439329
估计没有,YearlyBonus,439298
没确定,SignBonus,439298
None,Equity,439298
158k,BaseSalary,439298
NONE,Title,439298
年底三薪,YearlyBonus,439776
10+w RMB,SignBonus,439776
60w USD / 6 yrs. ~10w USD/yr,Equity,439776
130-140w  RMB,BaseSalary,439776
9,Title,439776
15%,YearlyBonus,266216
50K*1,SignBonus,266216
375,Equity,266216
165k,BaseSalary,266216
T4,Title,266216
10000,YearlyBonus,288545
25000,SignBonus,288545
160000,Equity,288545
145000,BaseSalary,288545
engineering program manager,Title,288545
10%,YearlyBonus,440257
0,SignBonus,440257
0,Equity,440257
375000,BaseSalary,440257
4,Title,440257
0-20,YearlyBonus,440778
15,SignBonus,440778
25k,Equity,440778
120k,BaseSalary,440778
60,Title,440778
10%,YearlyBonus,439386
75k,SignBonus,439386
220k,Equity,439386
115k,BaseSalary,439386
Software Engineer,Title,439386
dunno yet,YearlyBonus,440593
64000,SignBonus,440593
145678,BaseSalary,440593
65,Equity,440593
SDE2,Title,440593
up to 20%,YearlyBonus,438352
"30,000",SignBonus,438352
"50,000",Equity,438352
"125,000",BaseSalary,438352
60,Title,438352
none,YearlyBonus,440887
32k+22k,SignBonus,440887
70k,Equity,440887
108k,BaseSalary,440887
sde1,Title,440887
600000 rmb,YearlyBonus,438679
0,SignBonus,438679
500000 tsp,Equity,438679
780000 rmb,BaseSalary,438679
chief architect,Title,438679
不知道,YearlyBonus,423244
30000RMB,SignBonus,423244
75000刀,Equity,423244
34000RMB,BaseSalary,423244
61,Title,423244
NA,YearlyBonus,440662
NA,SignBonus,440662
98K (4 years),Equity,440662
106K,BaseSalary,440662
Market Analyst I,Title,440662
15%,YearlyBonus,368078
50K,SignBonus,368078
850K,Equity,368078
185K,BaseSalary,368078
5,Title,368078
no,YearlyBonus,309447
no,SignBonus,309447
no,Equity,309447
80k,BaseSalary,309447
Big Data Engineer,Title,309447
N/A,YearlyBonus,438332
25k/21k,SignBonus,438332
41,Equity,438332
118K,BaseSalary,438332
Sde1,Title,438332
16.7-50%,YearlyBonus,438255
20k,SignBonus,438255
275k,Equity,438255
150k,BaseSalary,438255
DS,Title,438255
"30% (raise + bonus, 4 year average)",YearlyBonus,439850
not sure,SignBonus,439850
1%,Equity,439850
150k,BaseSalary,439850
Mobile team lead,Title,439850
15%,YearlyBonus,433518
0,SignBonus,433518
155000,Equity,433518
120000,BaseSalary,433518
SWE,Title,433518
no,YearlyBonus,308362
35k + 30k,SignBonus,308362
55 RSU,Equity,308362
135000 CAD,BaseSalary,308362
SDE,Title,308362
[hide=150]15%[/hide],YearlyBonus,440199
[hide=150]0[/hide],SignBonus,440199
[hide=150]500000[/hide],Equity,440199
[hide=150]170000[/hide],BaseSalary,440199
[hide=150]L4[/hide],Title,440199
n/a,YearlyBonus,438514
n/a,SignBonus,438514
n/a,Equity,438514
~110k (annualized),BaseSalary,438514
Research engineer intern,Title,438514
10%,YearlyBonus,368338
30k,SignBonus,368338
200k / 4years,Equity,368338
14.5k,BaseSalary,368338
SDE,Title,368338
210000 rmb,YearlyBonus,438668
0,SignBonus,438668
500000 usd,Equity,438668
840000 rmb,BaseSalary,438668
架构师,Title,438668
15%,YearlyBonus,434776
30K,SignBonus,434776
140K,Equity,434776
136K,BaseSalary,434776
entry,Title,434776
15%,YearlyBonus,402680
10k,SignBonus,402680
360k,Equity,402680
130k,BaseSalary,402680
T3,Title,402680
10%,YearlyBonus,440258
10,SignBonus,440258
32,Equity,440258
15,BaseSalary,440258
E4,Title,440258
25%左右,YearlyBonus,441174
3w,SignBonus,441174
15w,Equity,441174
13w,BaseSalary,441174
ict3,Title,441174
0-20% （听说大部分10%上下）,YearlyBonus,438162
35k,SignBonus,438162
130k,Equity,438162
117k,BaseSalary,438162
SDE1,Title,438162
0,YearlyBonus,439146
28k/22k,SignBonus,439146
39,Equity,439146
120000,BaseSalary,439146
SDE,Title,439146
not know,YearlyBonus,437670
"32k,25k",SignBonus,437670
55,Equity,437670
125000,BaseSalary,437670
sde1,Title,437670
10%,YearlyBonus,430591
25k,SignBonus,430591
150k / 4years,Equity,430591
115k,BaseSalary,430591
E3,Title,430591
0-20%,YearlyBonus,441194
30k,SignBonus,441194
$30k,Equity,441194
130,BaseSalary,441194
Software Engineer,Title,441194
不知道,YearlyBonus,439698
32000/28000,SignBonus,439698
70 RSU,Equity,439698
138000,BaseSalary,439698
SDE II,Title,439698
20%,YearlyBonus,331905
20K,SignBonus,331905
160K,Equity,331905
160k,BaseSalary,331905
scientist nlp,Title,331905
10%,YearlyBonus,430037
15000,SignBonus,430037
5000股/127000刀（目前每股25刀）,Equity,430037
131600,BaseSalary,430037
entry level,Title,430037
0-20%,YearlyBonus,437313
25K/2y,SignBonus,437313
50K/4y,Equity,437313
125K,BaseSalary,437313
Software Engineer,Title,437313
10%,YearlyBonus,308451
10k,SignBonus,308451
蜜汁equity,Equity,308451
100k,BaseSalary,308451
new grad,Title,308451
7000,YearlyBonus,442369
0,SignBonus,442369
0,Equity,442369
3500,BaseSalary,442369
软件工程师,Title,442369
10%,YearlyBonus,437865
25K,SignBonus,437865
85K,Equity,437865
130K,BaseSalary,437865
AMTS,Title,437865
10%,YearlyBonus,441723
10k,SignBonus,441723
6000 * 48 = 288k,Equity,441723
160k,BaseSalary,441723
Senior Software Engineer,Title,441723
15%,YearlyBonus,440450
22k,SignBonus,440450
200k,Equity,440450
125k,BaseSalary,440450
Software Engineer,Title,440450
说下一个级别的有,YearlyBonus,441829
NA,SignBonus,441829
3000,Equity,441829
100k,BaseSalary,441829
Data Scientist,Title,441829
0,YearlyBonus,440107
60000,SignBonus,440107
956376,Equity,440107
190000,BaseSalary,440107
L5,Title,440107
1+N个月工资（被告知一般N&gt;3）,YearlyBonus,306318
没提,SignBonus,306318
2.64 M rmb 分三年,Equity,306318
70k rmb/month (说是加奖金能拿16个月以上),BaseSalary,306318
T4,Title,306318
10%-15%,YearlyBonus,432712
25000,SignBonus,432712
100000,Equity,432712
155000,BaseSalary,432712
ICT3,Title,432712
0,YearlyBonus,195354
0,SignBonus,195354
Around 13K Options (Worth around 600K),Equity,195354
155000,BaseSalary,195354
Senior Data Scientist,Title,195354
NA,YearlyBonus,441132
50,SignBonus,441132
600,Equity,441132
200,BaseSalary,441132
Senior ML Engineer,Title,441132
depends,YearlyBonus,427737
60k,SignBonus,427737
目前值150k,Equity,427737
145k,BaseSalary,427737
SDE,Title,427737
10%,YearlyBonus,441600
10k,SignBonus,441600
0,Equity,441600
128k,BaseSalary,441600
Senior PIC Integration Engineer,Title,441600
10%,YearlyBonus,432026
10k,SignBonus,432026
60k刀,Equity,432026
135k,BaseSalary,432026
SDEI,Title,432026
20%,YearlyBonus,441031
40000,SignBonus,441031
75000,Equity,441031
132000,BaseSalary,441031
sde2,Title,441031
up to 50k,YearlyBonus,441419
n/a,SignBonus,441419
450k,Equity,441419
160k,BaseSalary,441419
3,Title,441419
NA,YearlyBonus,441219
[hide=120]34k + 20k[/hide],SignBonus,441219
[hide=120]70k[/hide],Equity,441219
[hide=120]108k[/hide],BaseSalary,441219
SDE,Title,441219
not mentioned,YearlyBonus,438956
24k + 20k 分两年,SignBonus,438956
5% 15% 20% 20%,Equity,438956
108k,BaseSalary,438956
Software Development Engineer,Title,438956
16%,YearlyBonus,441239
25k,SignBonus,441239
20000 / year,Equity,441239
135k,BaseSalary,441239
Software Engineer,Title,441239
N/A,YearlyBonus,441068
27500 + 19500,SignBonus,441068
31,Equity,441068
130K,BaseSalary,441068
SDE,Title,441068
0,YearlyBonus,434432
0,SignBonus,434432
71000,Equity,434432
115000,BaseSalary,434432
financial data analyst,Title,434432
0,YearlyBonus,441321
[hide=200]150000[/hide],SignBonus,441321
[hide=200]100[/hide],Equity,441321
[hide=200]155000[/hide],BaseSalary,441321
SDE II,Title,441321
21500 cash,YearlyBonus,440362
没有谈,SignBonus,440362
15000 Share,Equity,440362
175000,BaseSalary,440362
Sr,Title,440362
15%,YearlyBonus,440552
100K,SignBonus,440552
800K,Equity,440552
190K,BaseSalary,440552
IC,Title,440552
12%,YearlyBonus,327464
25k,SignBonus,327464
175k,Equity,327464
125k,BaseSalary,327464
new grad,Title,327464
0,YearlyBonus,309535
104K (fist year) + 78K (second year),SignBonus,309535
227K,Equity,309535
150K,BaseSalary,309535
Applied Scientist,Title,309535
n/a,YearlyBonus,427143
n/a,SignBonus,427143
n/a,Equity,427143
53.75 hourly pay rate,BaseSalary,427143
Deep learning software intern,Title,427143
0,YearlyBonus,431830
22k,SignBonus,431830
430k,Equity,431830
175k,BaseSalary,431830
sde,Title,431830
15%,YearlyBonus,349662
30k,SignBonus,349662
"50k shares, 4 years",Equity,349662
190k,BaseSalary,349662
Software Engineer,Title,349662
No cash bonus,YearlyBonus,439765
35k,SignBonus,439765
105k,Equity,439765
110k,BaseSalary,439765
Data Scientist II,Title,439765
NA,YearlyBonus,441675
40k + 35k (2 years),SignBonus,441675
1.5m,Equity,441675
225,BaseSalary,441675
L6,Title,441675
-,YearlyBonus,290964
"84000, 66000",SignBonus,290964
200000,Equity,290964
150000,BaseSalary,290964
applied scientist L5,Title,290964
N/A,YearlyBonus,403144
5k,SignBonus,403144
3000 shares,Equity,403144
100k,BaseSalary,403144
SDE II,Title,403144
NA,YearlyBonus,315080
55K,SignBonus,315080
50 shares,Equity,315080
130K,BaseSalary,315080
SDE,Title,315080
10%,YearlyBonus,439772
75k,SignBonus,439772
320k,Equity,439772
150k,BaseSalary,439772
Research Scientist,Title,439772
20%,YearlyBonus,442000
75k/75k,SignBonus,442000
110,Equity,442000
140k,BaseSalary,442000
sde,Title,442000
20%,YearlyBonus,441985
NA,SignBonus,441985
NA,Equity,441985
120k,BaseSalary,441985
Eletrical Controls Engineer,Title,441985
-,YearlyBonus,441741
36k + 30k,SignBonus,441741
92k,Equity,441741
124k,BaseSalary,441741
sde I,Title,441741
15%,YearlyBonus,441128
50k,SignBonus,441128
300k,Equity,441128
165k,BaseSalary,441128
SWE,Title,441128
15% of base（这个听说是今年新加的）,YearlyBonus,439318
30K,SignBonus,439318
400K,Equity,439318
175,BaseSalary,439318
应该是4,Title,439318
15%,YearlyBonus,443746
20k,SignBonus,443746
100k,Equity,443746
120k,BaseSalary,443746
L3,Title,443746
10%,YearlyBonus,367528
20000,SignBonus,367528
20000 usd,Equity,367528
120000,BaseSalary,367528
new grad,Title,367528
-,YearlyBonus,443453
34k + 20k,SignBonus,443453
70k,Equity,443453
108k,BaseSalary,443453
SDE I,Title,443453
na,YearlyBonus,442544
50k,SignBonus,442544
40,Equity,442544
130k,BaseSalary,442544
sde,Title,442544
15-18%,YearlyBonus,320343
不记得了，10K?,SignBonus,320343
50K,Equity,320343
95K,BaseSalary,320343
SDE,Title,320343
15%,YearlyBonus,441810
20000,SignBonus,441810
221000,Equity,441810
120000,BaseSalary,441810
level 3,Title,441810
,YearlyBonus,443166
,SignBonus,443166
,Equity,443166
,BaseSalary,443166
,Title,443166
performance based,YearlyBonus,434965
他家不给,SignBonus,434965
7000,Equity,434965
160000,BaseSalary,434965
senior SDE,Title,434965
none!!!!,YearlyBonus,442473
10k,SignBonus,442473
none,Equity,442473
90k,BaseSalary,442473
Design engineer 1 (totally entry),Title,442473
na,YearlyBonus,413982
15000,SignBonus,413982
80000,Equity,413982
103500,BaseSalary,413982
na,Title,413982
merit based,YearlyBonus,427029
10k,SignBonus,427029
180k,Equity,427029
115k,BaseSalary,427029
analyst,Title,427029
12%,YearlyBonus,439616
"10,000",SignBonus,439616
N/A employ purchase program,Equity,439616
"100,000",BaseSalary,439616
Engineer,Title,439616
?,YearlyBonus,442933
30k,SignBonus,442933
200k,Equity,442933
135k,BaseSalary,442933
junior,Title,442933
Not clear,YearlyBonus,427304
0,SignBonus,427304
1000,Equity,427304
170k,BaseSalary,427304
P7+,Title,427304
10%,YearlyBonus,438821
100k,SignBonus,438821
320k,Equity,438821
150k,BaseSalary,438821
Research Scientist,Title,438821
15%,YearlyBonus,206911
50k,SignBonus,206911
270 (≈221k),Equity,206911
115k,BaseSalary,206911
Software Engineer,Title,206911
0-20%,YearlyBonus,442706
15,SignBonus,442706
25K,Equity,442706
122K,BaseSalary,442706
software engineer,Title,442706
0-20%,YearlyBonus,441722
20k,SignBonus,441722
40k,Equity,441722
122.5k,BaseSalary,441722
software engineer,Title,441722
0,YearlyBonus,425703
50000,SignBonus,425703
500000,Equity,425703
180000,BaseSalary,425703
"Software Engineer, Data",Title,425703
10%,YearlyBonus,439035
30k,SignBonus,439035
200k,Equity,439035
135k,BaseSalary,439035
Entry level,Title,439035
10%,YearlyBonus,442665
65k,SignBonus,442665
160k,Equity,442665
110k,BaseSalary,442665
EC3,Title,442665
N/A 据说只有top performance才有,YearlyBonus,442340
10000？ 还在确认最后数字，不过大概范围差不多,SignBonus,442340
8000-8500RSU 还在确认最后数字，不过大概范围差不多,Equity,442340
170000+ 还在确认最后数字，不过大概范围差不多,BaseSalary,442340
Senior Software Engineer IC3,Title,442340
15%,YearlyBonus,440543
25000,SignBonus,440543
160000,Equity,440543
185000,BaseSalary,440543
Senior Member of Technical Staff,Title,440543
15%,YearlyBonus,441133
100,SignBonus,441133
700,Equity,441133
190,BaseSalary,441133
5,Title,441133
not sure,YearlyBonus,441497
15k,SignBonus,441497
70k,Equity,441497
125k,BaseSalary,441497
IC2,Title,441497
10%,YearlyBonus,443317
40000,SignBonus,443317
175000,Equity,443317
137000,BaseSalary,443317
SDE,Title,443317
15,YearlyBonus,443219
20000,SignBonus,443219
40000,Equity,443219
180000,BaseSalary,443219
Senior SDE,Title,443219
0,YearlyBonus,310177
0,SignBonus,310177
20k,Equity,310177
110k,BaseSalary,310177
sde,Title,310177
10%,YearlyBonus,306992
50k,SignBonus,306992
200k USD,Equity,306992
165k USD,BaseSalary,306992
Senior,Title,306992
5%,YearlyBonus,419371
10k,SignBonus,419371
490 shares,Equity,419371
150k,BaseSalary,419371
SDE (不知道什么级别 但JD是 mid-level),Title,419371
0,YearlyBonus,440907
34k+20k,SignBonus,440907
70k,Equity,440907
108k,BaseSalary,440907
sde1,Title,440907
10%,YearlyBonus,443123
10k,SignBonus,443123
100k,Equity,443123
135k,BaseSalary,443123
没谈不知道，估计3,Title,443123
忘了,YearlyBonus,423772
"20000 1st year, 15000 2nd year",SignBonus,423772
2400 RSU,Equity,423772
140000,BaseSalary,423772
Software Engineer,Title,423772
10%,YearlyBonus,332549
0,SignBonus,332549
40000,Equity,332549
135000,BaseSalary,332549
Mid-level,Title,332549
up to 20%,YearlyBonus,442859
40000,SignBonus,442859
75000,Equity,442859
145000,BaseSalary,442859
61,Title,442859
none,YearlyBonus,440755
"32,000 + 25,000",SignBonus,440755
40,Equity,440755
"120,000",BaseSalary,440755
SDE 1,Title,440755
??,YearlyBonus,440725
3.4k+2k,SignBonus,440725
70k,Equity,440725
108k,BaseSalary,440725
sde1,Title,440725
25k,YearlyBonus,442542
10k,SignBonus,442542
NA,Equity,442542
105k,BaseSalary,442542
Analyst,Title,442542
10%,YearlyBonus,439491
50k,SignBonus,439491
300k,Equity,439491
170k,BaseSalary,439491
4,Title,439491
8k,YearlyBonus,441770
0,SignBonus,441770
0,Equity,441770
119k,BaseSalary,441770
Software Engineer,Title,441770
20% or higher,YearlyBonus,444855
N/A,SignBonus,444855
N/A,Equity,444855
130000,BaseSalary,444855
2nd Vice President,Title,444855
N/A,YearlyBonus,434845
N/A,SignBonus,434845
230000,Equity,434845
140000,BaseSalary,434845
SWE,Title,434845
n/a,YearlyBonus,444124
33k+29k,SignBonus,444124
43unit,Equity,444124
145k,BaseSalary,444124
machine learning SDET,Title,444124
0-20%,YearlyBonus,442424
20k,SignBonus,442424
30k,Equity,442424
135k,BaseSalary,442424
SDE1,Title,442424
15%,YearlyBonus,443002
20k,SignBonus,443002
200k,Equity,443002
116k,BaseSalary,443002
new grad,Title,443002
好像 没有。。。 之后equity refresh 5%好像,YearlyBonus,306647
25K,SignBonus,306647
"2000 (share, 105/share)",Equity,306647
125K,BaseSalary,306647
software engineer,Title,306647
10%,YearlyBonus,429217
50k,SignBonus,429217
300k,Equity,429217
150k,BaseSalary,429217
SWE,Title,429217
No,YearlyBonus,443276
10000,SignBonus,443276
150 RSUs,Equity,443276
136000,BaseSalary,443276
Autonomous Driving Engineer,Title,443276
10%,YearlyBonus,283368
N/A,SignBonus,283368
N/A,Equity,283368
100000,BaseSalary,283368
Data Scientist,Title,283368
15%-45%,YearlyBonus,437200
50000,SignBonus,437200
100000,Equity,437200
160000,BaseSalary,437200
Senior/Group,Title,437200
5%,YearlyBonus,228398
0,SignBonus,228398
25000,Equity,228398
130k,BaseSalary,228398
entry,Title,228398
0-20%,YearlyBonus,298787
10000,SignBonus,298787
4.5k,Equity,298787
118k,BaseSalary,298787
60,Title,298787
0 - 15%,YearlyBonus,443021
50,SignBonus,443021
29 / year cash,Equity,443021
118,BaseSalary,443021
Dev,Title,443021
25%,YearlyBonus,441744
50k,SignBonus,441744
68k一年,Equity,441744
180k,BaseSalary,441744
SR SWE,Title,441744
N/A,YearlyBonus,442223
N/A,SignBonus,442223
N/A,Equity,442223
68000,BaseSalary,442223
academic SDE,Title,442223
-,YearlyBonus,443790
38k+33k,SignBonus,443790
100 RSU,Equity,443790
125k,BaseSalary,443790
SDE I,Title,443790
Target 14k cash + 53k equity,YearlyBonus,438094
20k+20k,SignBonus,438094
6337*40.60,Equity,438094
139k,BaseSalary,438094
SDE2,Title,438094
"30,000",YearlyBonus,443911
no,SignBonus,443911
na,Equity,443911
"180,000",BaseSalary,443911
Software Engineer,Title,443911
16%,YearlyBonus,425663
20k,SignBonus,425663
20k,Equity,425663
130k,BaseSalary,425663
SDE III,Title,425663
15%,YearlyBonus,442794
50000 / 2Y,SignBonus,442794
125000,Equity,442794
147000,BaseSalary,442794
SE 2,Title,442794
10%,YearlyBonus,441380
65k,SignBonus,441380
160k,Equity,441380
115k,BaseSalary,441380
SWE,Title,441380
91k if meet,YearlyBonus,439214
30k,SignBonus,439214
4500*105,Equity,439214
190k,BaseSalary,439214
E4,Title,439214
？？,YearlyBonus,225879
根本没有,SignBonus,225879
？？,Equity,225879
1.6万*14个月,BaseSalary,225879
entry level,Title,225879
10%,YearlyBonus,438806
6.5w,SignBonus,438806
16w,Equity,438806
11.5w,BaseSalary,438806
sde,Title,438806
Not sure,YearlyBonus,444782
10k,SignBonus,444782
N/A,Equity,444782
95k,BaseSalary,444782
Analyst,Title,444782
unknown,YearlyBonus,439232
0,SignBonus,439232
240000,Equity,439232
135000,BaseSalary,439232
SDE,Title,439232
,YearlyBonus,444681
,SignBonus,444681
,Equity,444681
,BaseSalary,444681
,Title,444681
up to 18%,YearlyBonus,444674
5k+25k,SignBonus,444674
120k,Equity,444674
118k,BaseSalary,444674
SWE,Title,444674
N/A,YearlyBonus,278569
47k+37k,SignBonus,278569
165 RSU (Amazon),Equity,278569
155k,BaseSalary,278569
N/A,Title,278569
40k target,YearlyBonus,313133
不记得了，不是没有就是不多,SignBonus,313133
12k RSU,Equity,313133
150k,BaseSalary,313133
Data Scientist II,Title,313133
15%,YearlyBonus,444589
35k,SignBonus,444589
280k,Equity,444589
131k,BaseSalary,444589
t3,Title,444589
不太清楚,YearlyBonus,294647
40k,SignBonus,294647
无,Equity,294647
12.5k,BaseSalary,294647
assoiate,Title,294647
16%,YearlyBonus,437014
30k,SignBonus,437014
20k,Equity,437014
135k,BaseSalary,437014
SDEIII,Title,437014
15%,YearlyBonus,442428
100,SignBonus,442428
500,Equity,442428
185,BaseSalary,442428
E5,Title,442428
No?,YearlyBonus,434132
95000 70000,SignBonus,434132
117,Equity,434132
170000,BaseSalary,434132
SDE,Title,434132
Around 10% performance based,YearlyBonus,444427
他家不给,SignBonus,444427
"27,000 RSU, 310K total value",Equity,444427
"115,000",BaseSalary,444427
Software Engineer,Title,444427
10%*performance,YearlyBonus,444360
100k,SignBonus,444360
220k,Equity,444360
115k,BaseSalary,444360
E,Title,444360
～10%,YearlyBonus,349502
65k,SignBonus,349502
160k,Equity,349502
170k,BaseSalary,349502
4,Title,349502
15k,YearlyBonus,428151
0,SignBonus,428151
0,Equity,428151
108k,BaseSalary,428151
Resident Engineer II - Fixed Term,Title,428151
10%,YearlyBonus,441860
40000,SignBonus,441860
300000,Equity,441860
180000,BaseSalary,441860
Senior,Title,441860
N/A,YearlyBonus,445615
N/A,SignBonus,445615
85k,Equity,445615
110k,BaseSalary,445615
SDE II,Title,445615
0,YearlyBonus,444392
0,SignBonus,444392
750 rsu,Equity,444392
130000,BaseSalary,444392
software engineer,Title,444392
10%,YearlyBonus,423507
60k,SignBonus,423507
300k,Equity,423507
160k,BaseSalary,423507
3,Title,423507
10%(meet expectation) ~ 300%,YearlyBonus,443050
80k,SignBonus,443050
300k,Equity,443050
160k,BaseSalary,443050
E4,Title,443050
9k,YearlyBonus,445183
0,SignBonus,445183
0,Equity,445183
111k,BaseSalary,445183
Developer,Title,445183
没听说过,YearlyBonus,396548
50k + 38k,SignBonus,396548
90股 = 130k？,Equity,396548
175k,BaseSalary,396548
SDE2,Title,396548
none,YearlyBonus,436889
15000,SignBonus,436889
35000 option,Equity,436889
165000,BaseSalary,436889
senior staff,Title,436889
unknown,YearlyBonus,435552
70000/50000,SignBonus,435552
80,Equity,435552
145000,BaseSalary,435552
SDE2,Title,435552
33000,YearlyBonus,445295
0,SignBonus,445295
0,Equity,445295
177000,BaseSalary,445295
senior sed,Title,445295
-,YearlyBonus,300607
25000,SignBonus,300607
2100 shares,Equity,300607
125000,BaseSalary,300607
Software Engineer,Title,300607
10%,YearlyBonus,444784
7500,SignBonus,444784
说升到II了再讨论,Equity,444784
100K 升到II了再复议,BaseSalary,444784
SDE I / II,Title,444784
10%,YearlyBonus,438641
10k,SignBonus,438641
20K,Equity,438641
145K,BaseSalary,438641
E!,Title,438641
15%,YearlyBonus,444432
none,SignBonus,444432
180k,Equity,444432
125k,BaseSalary,444432
3,Title,444432
3k,YearlyBonus,444629
3k,SignBonus,444629
245,Equity,444629
162K,BaseSalary,444629
Offer里没说， 应该是E3,Title,444629
Based on performance,YearlyBonus,445180
20K,SignBonus,445180
105K,Equity,445180
135K,BaseSalary,445180
Hardware Test Engineer,Title,445180
not sure,YearlyBonus,443180
3.2 + 2.4,SignBonus,443180
85000,Equity,443180
145000,BaseSalary,443180
Applied Scientist,Title,443180
max 10%,YearlyBonus,444878
20k,SignBonus,444878
$123k,Equity,444878
160k,BaseSalary,444878
Senior SWE,Title,444878
25%,YearlyBonus,441962
50k,SignBonus,441962
3500RSU/4 years,Equity,441962
190k,BaseSalary,441962
Software Engineer,Title,441962
10%,YearlyBonus,442247
75k,SignBonus,442247
150k,Equity,442247
110k,BaseSalary,442247
swe,Title,442247
不清楚,YearlyBonus,444714
$60000 两年,SignBonus,444714
2800 RSU,Equity,444714
$135000,BaseSalary,444714
software engineer,Title,444714
10%,YearlyBonus,356739
20000,SignBonus,356739
1000000,Equity,356739
180000,BaseSalary,356739
软件工程师,Title,356739
0~30%,YearlyBonus,275427
C$20K,SignBonus,275427
US$75K,Equity,275427
C$135K,BaseSalary,275427
63,Title,275427
40000,YearlyBonus,444827
0,SignBonus,444827
0,Equity,444827
140000,BaseSalary,444827
Associate,Title,444827
15% of base,YearlyBonus,442920
15K,SignBonus,442920
150K,Equity,442920
145K,BaseSalary,442920
Level II,Title,442920
unknown,YearlyBonus,426444
20k,SignBonus,426444
100k,Equity,426444
140k,BaseSalary,426444
firmware engineer,Title,426444
n/a,YearlyBonus,427217
25000,SignBonus,427217
165000,BaseSalary,427217
550000,Equity,427217
L4,Title,427217
没说,YearlyBonus,336001
-,SignBonus,336001
-,Equity,336001
95000,BaseSalary,336001
Analyst,Title,336001
15-30%,YearlyBonus,442261
20k,SignBonus,442261
131k,BaseSalary,442261
300K,Equity,442261
SWE,Title,442261
15%,YearlyBonus,430025
10k,SignBonus,430025
170k,Equity,430025
130k,BaseSalary,430025
T3,Title,430025
N/A,YearlyBonus,445562
30k,SignBonus,445562
130k,Equity,445562
117k,BaseSalary,445562
N/A,Title,445562
depends,YearlyBonus,325319
65000,SignBonus,325319
670000,Equity,325319
120000,BaseSalary,325319
Technical Analyst,Title,325319
15%,YearlyBonus,423508
50k,SignBonus,423508
450k,Equity,423508
136k,BaseSalary,423508
4,Title,423508
10%,YearlyBonus,439310
na,SignBonus,439310
300k,Equity,439310
160k,BaseSalary,439310
4,Title,439310
10-15%,YearlyBonus,442954
30k,SignBonus,442954
价值约440k的Options，内部估值要求不能透露,Equity,442954
135k,BaseSalary,442954
Software Engineer,Title,442954
35000,YearlyBonus,436479
0,SignBonus,436479
0,Equity,436479
19000,BaseSalary,436479
